primaryTitle;titleType;startYear;runtimeMinutes;genre;director;averageRating;numVotes
Mean Creek;movie;2004;90;Crime;Jacob Estes;7.1;34393
Three Amigos!;movie;1986;104;Comedy;John Landis;6.5;90084
Om Shanti Om;movie;2007;162;Action;Farah Khan;6.8;54456
Pickup on South Street;movie;1953;80;Crime;Samuel Fuller;7.6;17278
Tickled;movie;2016;92;Crime;David Farrier;7.4;22470
Quest for Fire;movie;1981;100;Adventure;Jean-Jacques Annaud;7.3;25774
The Blue Angel;movie;1930;104;Drama;Josef von Sternberg;7.6;17257
The Harder They Fall;movie;2021;139;Action;Jeymes Samuel;6.6;75668
Space Cowboys;movie;2000;130;Action;Clint Eastwood;6.5;89880
Under the Tuscan Sun;movie;2003;113;Comedy;Audrey Wells;6.7;63917
Theri;movie;2016;157;Action;Atlee;7.3;25705
Radio;movie;2003;109;Biography;Michael Tollin;6.9;46260
Graves End;movie;2005;90;Mystery;James Marlowe;8.4;6794
Tower Heist;movie;2011;104;Action;Brett Ratner;6.2;155476
The Half of It;movie;2020;104;Comedy;Alice Wu;6.9;46215
Beau Is Afraid;movie;2023;179;Comedy;Ari Aster;6.6;75287
Absolute Power;movie;1997;121;Action;Clint Eastwood;6.7;63645
Pete's Dragon;movie;2016;102;Action;David Lowery;6.7;63636
Ip Man 4: The Finale;movie;2019;107;Action;Wilson Yip;7.0;39597
Rurouni Kenshin Part II: Kyoto Inferno;movie;2014;138;Action;Keishi Otomo;7.5;19543
The Mighty Ducks;movie;1992;104;Comedy;Stephen Herek;6.6;75181
Jackass Forever;movie;2022;96;Action;Jeff Tremaine;6.8;54026
The Earrings of Madame De...;movie;1953;105;Drama;Max Ophüls;7.9;11845
Entrapment;movie;1999;113;Action;Jon Amiel;6.3;128213
Racing Extinction;movie;2015;90;Adventure;Louie Psihoyos;8.2;8397
Jolly LLB 2;movie;2017;137;Comedy;Subhash Kapoor;7.2;29452
The Merchant of Venice;movie;2004;131;Drama;Michael Radford;7.0;39504
Casper;movie;1995;100;Comedy;Brad Silberling;6.2;154740
Dr. Jekyll and Mr. Hyde;movie;1931;98;Horror;Rouben Mamoulian;7.6;17124
Mughal-E-Azam;movie;1960;197;Drama;K. Asif;8.1;9379
Enemy Mine;movie;1985;108;Action;Wolfgang Petersen;6.8;53885
Suffragette;movie;2015;106;Drama;Sarah Gavron;6.9;45994
Pearl Jam Twenty;movie;2011;119;Documentary;Cameron Crowe;8.2;8382
Hamlet;movie;1948;154;Drama;Laurence Olivier;7.5;19453
The Secret Life of Bees;movie;2008;114;Drama;Gina Prince-Bythewood;7.2;29335
Goodnight Mommy;movie;2014;99;Horror;Severin Fiala;6.7;63097
Trust;movie;2010;106;Crime;David Schwimmer;6.9;45792
The Pink Panther Strikes Again;movie;1976;103;Comedy;Blake Edwards;7.1;33832
The East;movie;2013;116;Adventure;Zal Batmanglij;6.8;53579
The DUFF;movie;2015;101;Comedy;Ari Sandel;6.4;105797
The Day of the Beast;movie;1995;99;Action;Álex de la Iglesia;7.3;25402
Sinbad: Legend of the Seven Seas;movie;2003;86;Adventure;Patrick Gilmore;6.7;62955
The Cable Guy;movie;1996;96;Comedy;Ben Stiller;6.1;186580
Jeepers Creepers;movie;2001;90;Horror;Victor Salva;6.2;153395
Vampyr;movie;1932;75;Fantasy;Carl Theodor Dreyer;7.4;22104
Ravenous;movie;1999;101;Adventure;Antonia Bird;6.9;45613
The Family;movie;2013;111;Comedy;Luc Besson;6.3;126691
Boy Erased;movie;2018;115;Biography;Joel Edgerton;6.9;45590
Point Blank;movie;1967;92;Crime;John Boorman;7.3;25315
The Bounty;movie;1984;132;Adventure;Roger Donaldson;7.1;33683
The Grinch;movie;2018;85;Animation;Yarrow Cheney;6.4;105305
The Moromete Family;movie;1987;142;Drama;Stere Gulea;8.8;4492
Funny People;movie;2009;146;Comedy;Judd Apatow;6.3;126393
Why We Fight;movie;2005;98;Documentary;Eugene Jarecki;8.0;10411
Battle of the Sexes;movie;2017;121;Biography;Jonathan Dayton;6.7;62631
A Raisin in the Sun;movie;1961;128;Drama;Daniel Petrie;8.0;10405
Lootcase;movie;2020;132;Comedy;Rajesh A Krishnan;7.5;19276
Early Summer;movie;1951;125;Comedy;Yasujirô Ozu;8.0;10398
The Song of Sparrows;movie;2008;96;Drama;Majid Majidi;7.9;11681
As Above, So Below;movie;2014;93;Adventure;John Erick Dowdle;6.3;126030
Michael the Brave;movie;1971;203;Action;Sergiu Nicolaescu;8.4;6688
My Big Fat Bride;movie;2015;109;Comedy;Sharat Katariya;7.4;21979
The Thing;movie;2011;103;Horror;Matthijs van Heijningen Jr.;6.2;152188
Phenomenon;movie;1996;123;Drama;Jon Turteltaub;6.5;87694
DragonHeart;movie;1996;103;Action;Rob Cohen;6.4;104749
Mission Majnu;movie;2023;129;Action;Shantanu Bagchi;6.9;45322
Lorenzo's Oil;movie;1992;129;Biography;George Miller;7.3;25157
A Million Miles Away;movie;2023;121;Biography;Alejandra Márquez Abella;7.3;25145
Joe;movie;2013;117;Crime;David Gordon Green;6.8;52968
The Call of the Wild;movie;2020;100;Adventure;Chris Sanders;6.7;62295
Murder Mystery;movie;2019;97;Crime;Kyle Newacheck;6.1;184336
The Brave Little Toaster;movie;1987;90;Adventure;Jerry Rees;7.2;28908
27 Dresses;movie;2008;111;Comedy;Anne Fletcher;6.1;184249
Captains Courageous;movie;1937;117;Adventure;Victor Fleming;7.9;11617
Rosencrantz & Guildenstern Are Dead;movie;1990;117;Comedy;Tom Stoppard;7.3;25044
The Island;movie;2006;112;Comedy;Pavel Lungin;7.8;13078
La Bamba;movie;1987;108;Biography;Luis Valdez;7.0;38634
Parking;movie;2023;127;Drama;Ramkumar Balakrishnan;7.8;13077
Phantom of the Paradise;movie;1974;91;Comedy;Brian De Palma;7.3;25026
Transporter 3;movie;2008;104;Action;Olivier Megaton;6.1;183331
Only Angels Have Wings;movie;1939;121;Adventure;Howard Hawks;7.6;16763
Reign of Fire;movie;2002;101;Action;Rob Bowman;6.2;150680
Shaadi Mein Zaroor Aana;movie;2017;137;Comedy;Ratnaa Sinha;7.5;19068
The Replacements;movie;2000;118;Comedy;Howard Deutch;6.6;73072
Night at the Museum: Battle of the Smithsonian;movie;2009;105;Adventure;Shawn Levy;6.0;223922
Jab Tak Hai Jaan;movie;2012;176;Drama;Yash Chopra;6.7;61776
Tigerland;movie;2000;101;Drama;Joel Schumacher;6.9;44860
Io Capitano;movie;2023;121;Adventure;Matteo Garrone;7.6;16724
Kirik Party;movie;2016;159;Comedy;Rishab Shetty;8.2;8208
The Concert;movie;2009;119;Comedy;Radu Mihaileanu;7.5;19034
South Wind;movie;2018;130;Crime;Milos Avramovic;7.8;13020
Godzilla: King of the Monsters;movie;2019;132;Action;Michael Dougherty;6.0;223322
The Bikeriders;movie;2023;116;Crime;Jeff Nichols;6.6;72889
A Lot Like Love;movie;2005;107;Comedy;Nigel Cole;6.6;72880
The Hunchback of Notre Dame;movie;1939;116;Drama;William Dieterle;7.8;13017
Fair Game;movie;2010;108;Biography;Doug Liman;6.8;52378
Fear Street: Part Three - 1666;movie;2021;114;Horror;Leigh Janiak;6.6;72780
Fan;movie;2016;142;Action;Maneesh Sharma;6.8;52325
Asterix & Obelix: Mission Cleopatra;movie;2002;107;Adventure;Alain Chabat;6.7;61491
Bullhead;movie;2011;129;Crime;Michaël R. Roskam;7.3;24841
The Legend of Bagger Vance;movie;2000;126;Drama;Robert Redford;6.7;61458
As It Is in Heaven;movie;2004;133;Comedy;Kay Pollak;7.5;18958
Thoovanathumbikal;movie;1987;151;Drama;P. Padmarajan;8.6;5377
The Lovers on the Bridge;movie;1991;125;Drama;Leos Carax;7.6;16633
The Art of Flight;movie;2011;80;Adventure;Curt Morgan;8.2;8168
Journal 64;movie;2018;119;Crime;Christoffer Boe;7.4;21620
My Old Ass;movie;2024;89;Comedy;Megan Park;6.9;44541
Stree 2: Sarkate Ka Aatank;movie;2024;147;Comedy;Amar Kaushik;6.9;44530
Kalifornia;movie;1993;117;Crime;Dominic Sena;6.7;61278
Morning Glory;movie;2010;107;Comedy;Roger Michell;6.5;85943
Shoot the Piano Player;movie;1960;92;Crime;François Truffaut;7.4;21576
Little Boy;movie;2015;106;Drama;Alejandro Monteverde;7.3;24734
Loving;movie;2016;123;Biography;Jeff Nichols;7.0;38134
Aquarius;movie;2016;146;Drama;Kleber Mendonça Filho;7.4;21560
The Rider;movie;2017;104;Drama;Chloé Zhao;7.4;21556
Zathura: A Space Adventure;movie;2005;101;Action;Jon Favreau;6.3;123079
Lenny;movie;1974;111;Biography;Bob Fosse;7.5;18859
Certified Copy;movie;2010;106;Drama;Abbas Kiarostami;7.2;28407
Death and the Maiden;movie;1994;103;Drama;Roman Polanski;7.2;28405
Shaunki Sardar;movie;2025;130;Action;Dheeraj Rattan;8.3;7296
Frequently Asked Questions About Time Travel;movie;2009;83;Comedy;Gareth Carrivick;7.0;38064
Ghajini;movie;2005;175;Action;A.R. Murugadoss;7.6;16549
Kedi;movie;2016;79;Documentary;Ceyda Torun;7.6;16542
The Promise;movie;2016;133;Action;Terry George;6.1;179966
Requiem for the American Dream;movie;2015;73;Biography;Peter D. Hutchison;8.0;10161
Pina;movie;2011;103;Documentary;Wim Wenders;7.6;16513
Cloudy with a Chance of Meatballs 2;movie;2013;95;Adventure;Cody Cameron;6.3;122481
Shyam Singha Roy;movie;2021;155;Drama;Rahul Sankrityan;7.6;16508
Tracks;movie;2013;112;Adventure;John Curran;7.1;32690
The Weather Man;movie;2005;102;Comedy;Gore Verbinski;6.5;85328
The Elusive Summer of '68;movie;1984;91;Comedy;Goran Paskaljevic;8.4;6541
Klute;movie;1971;114;Crime;Alan J. Pakula;7.1;32656
My Best Fiend;movie;1999;95;Biography;Werner Herzog;7.8;12847
A Fantastic Woman;movie;2017;104;Drama;Sebastián Lelio;7.2;28251
Betty Blue;movie;1986;119;Drama;Jean-Jacques Beineix;7.3;24544
Berserk: The Golden Age Arc III - The Advent;movie;2013;110;Action;Toshiyuki Kubooka;7.8;12837
La belle époque;movie;2019;115;Comedy;Nicolas Bedos;7.4;21390
Girl in the Picture;movie;2022;101;Crime;Skye Borgman;7.3;24509
Ask Your Heart;movie;2010;115;Drama;Yusuf Kurçenli;8.0;10114
Salvador;movie;1986;122;Drama;Oliver Stone;7.3;24486
Entourage;movie;2015;104;Comedy;Doug Ellin;6.5;84912
Cocaine Cowboys;movie;2006;118;Crime;Billy Corben;7.7;14474
Along Came a Spider;movie;2001;104;Crime;Lee Tamahori;6.4;101277
Ashes and Diamonds;movie;1958;103;Drama;Andrzej Wajda;7.7;14463
Far and Away;movie;1992;140;Adventure;Ron Howard;6.6;71347
HyperNormalisation;movie;2016;166;Documentary;Adam Curtis;8.2;8054
Big Night;movie;1996;109;Drama;Campbell Scott;7.3;24403
Don't Let Them Shoot the Kite;movie;1989;90;Drama;Tunç Basaran;8.2;8043
Mosul;movie;2019;101;Action;Matthew Michael Carnahan;7.1;32387
Trainwreck;movie;2015;125;Comedy;Judd Apatow;6.2;146216
Awake;movie;2007;84;Crime;Joby Harold;6.5;84449
Young Woman and the Sea;movie;2024;129;Biography;Joachim Rønning;7.5;18602
Find Me Guilty;movie;2006;125;Biography;Sidney Lumet;7.0;37538
A Patch of Blue;movie;1965;105;Drama;Guy Green;8.0;10061
Star Trek: The Motion Picture;movie;1979;143;Adventure;Robert Wise;6.4;100716
Uncle Frank;movie;2020;95;Comedy;Alan Ball;7.3;24336
2010: The Year We Make Contact;movie;1984;116;Adventure;Peter Hyams;6.7;60112
Heartbreak Ridge;movie;1986;130;Drama;Clint Eastwood;6.8;51068
Death in Venice;movie;1971;130;Drama;Luchino Visconti;7.3;24272
The Road Home;movie;1999;89;Drama;Yimou Zhang;7.7;14356
Seven Chances;movie;1925;56;Comedy;Buster Keaton;7.8;12694
Sarah's Key;movie;2010;111;Drama;Gilles Paquet-Brenner;7.5;18512
The Yellow Sea;movie;2010;136;Action;Na Hong-jin;7.3;24229
Barefoot Gen;movie;1983;83;Animation;Mori Masaki;8.0;10014
Night at the Museum: Secret of the Tomb;movie;2014;98;Adventure;Shawn Levy;6.2;145169
Cat People;movie;1942;73;Fantasy;Jacques Tourneur;7.2;27841
Nayattu;movie;2021;124;Crime;Martin Prakkat;8.0;10003
Alpha;movie;2018;96;Adventure;Albert Hughes;6.6;70520
Angela's Ashes;movie;1999;145;Biography;Alan Parker;7.3;24170
In China They Eat Dogs;movie;1999;91;Action;Lasse Spang Olsen;7.3;24155
Hillbilly Elegy;movie;2020;116;Biography;Ron Howard;6.7;59593
Twins;movie;1988;107;Comedy;Ivan Reitman;6.2;144609
Gun Crazy;movie;1950;87;Crime;Joseph H. Lewis;7.6;16203
Frantz;movie;2016;113;Drama;François Ozon;7.5;18421
Dunki;movie;2023;160;Action;Rajkumar Hirani;6.5;83460
Let's Sin;movie;2014;110;Action;Onur Ünlü;7.7;14270
Anjaam Pathiraa;movie;2020;144;Crime;Midhun Manuel Thomas;7.9;11199
Ruby & Quentin;movie;2003;85;Comedy;Francis Veber;7.1;32009
Whisper If I Forget;movie;2014;118;Drama;Çagan Irmak;7.5;18407
Goodachari;movie;2018;147;Action;Sashi Kiran Tikka;7.8;12610
Half Baked;movie;1998;82;Comedy;Tamra Davis;6.6;70168
Deliver Us from Evil;movie;2006;101;Crime;Amy Berg;7.9;11183
Evaru;movie;2019;118;Mystery;Venkat Ramji;8.1;8878
Nobody's Fool;movie;1994;110;Comedy;Robert Benton;7.3;24039
The Sorcerer's Apprentice;movie;2010;109;Action;Jon Turteltaub;6.1;174852
At Eternity's Gate;movie;2018;111;Biography;Julian Schnabel;6.9;43113
Fire of Love;movie;2022;98;Biography;Sara Dosa;7.6;16127
Fort Apache;movie;1948;128;Drama;John Ford;7.4;20937
Leave Her to Heaven;movie;1945;110;Drama;John M. Stahl;7.6;16110
Micmacs;movie;2009;105;Action;Jean-Pierre Jeunet;7.1;31863
Thulladha Manamum Thullum;movie;1999;170;Drama;Ezhil;8.3;7110
Angel-A;movie;2005;91;Comedy;Luc Besson;7.0;36909
Nightmare Alley;movie;1947;110;Drama;Edmund Goulding;7.7;14186
The Unknown Soldier;movie;2017;132;Drama;Aku Louhimies;7.7;14183
[Rec]²;movie;2009;85;Horror;Jaume Balagueró;6.5;82816
Some Kind of Wonderful;movie;1987;95;Drama;Howard Deutch;7.0;36859
Tolkien;movie;2019;112;Biography;Dome Karukoski;6.8;50195
Kilukkam;movie;1991;155;Comedy;Priyadarshan;8.6;5208
The Lego Movie 2: The Second Part;movie;2019;107;Adventure;Mike Mitchell;6.5;82679
Irrational Man;movie;2015;95;Comedy;Woody Allen;6.6;69633
Taken 3;movie;2014;108;Action;Olivier Megaton;6.0;212241
Europa Europa;movie;1990;112;Drama;Agnieszka Holland;7.5;18254
Up in Smoke;movie;1978;86;Comedy;Lou Adler;6.9;42826
The Rescuers Down Under;movie;1990;77;Adventure;Hendel Butoy;6.8;50094
Moonage Daydream;movie;2022;135;Biography;Brett Morgen;7.6;16031
Doctor;movie;2021;148;Action;Nelson Dilipkumar;7.4;20820
Trolls;movie;2016;92;Adventure;Mike Mitchell;6.4;98400
Short Circuit;movie;1986;98;Comedy;John Badham;6.6;69397
Val;movie;2021;109;Biography;Ting Poo;7.6;16002
Hearts in Atlantis;movie;2001;101;Drama;Scott Hicks;6.9;42722
Woman of the Hour;movie;2023;95;Crime;Anna Kendrick;6.6;69356
Better Days;movie;2019;135;Crime;Derek Tsang;7.6;15998
Border;movie;2018;110;Crime;Ali Abbasi;7.0;36678
Three Monkeys;movie;2008;109;Drama;Nuri Bilge Ceylan;7.3;23810
Meet John Doe;movie;1941;122;Comedy;Frank Capra;7.6;15990
The Lost City;movie;2022;112;Action;Aaron Nee;6.1;172778
Shakir the Clumsy;movie;1977;81;Comedy;Natuk Baytan;8.0;9852
When the Wind Blows;movie;1986;84;Animation;Jimmy T. Murakami;7.7;14086
Elmer Gantry;movie;1960;146;Drama;Richard Brooks;7.7;14081
Bully;movie;2001;108;Biography;Larry Clark;6.9;42602
Here Comes the Boom;movie;2012;105;Action;Frank Coraci;6.4;97957
Aguner Poroshmoni;movie;1994;123;Drama;Humayun Ahmed;9.0;3541
Straight from the Heart;movie;1999;188;Comedy;Sanjay Leela Bhansali;7.4;20724
Jack Ryan: Shadow Recruit;movie;2014;105;Action;Kenneth Branagh;6.2;141634
Burlesque;movie;2010;119;Drama;Steve Antin;6.4;97633
The Crowd;movie;1928;98;Drama;King Vidor;8.0;9809
Mortal Kombat Legends: Scorpion's Revenge;movie;2020;80;Action;Ethan Spaulding;7.4;20658
Paycheck;movie;2003;119;Action;John Woo;6.3;116992
Wyatt Earp;movie;1994;191;Adventure;Lawrence Kasdan;6.7;58269
The American Friend;movie;1977;128;Crime;Wim Wenders;7.4;20637
Kiss of the Dragon;movie;2001;98;Action;Chris Nahon;6.6;68779
Arthur the King;movie;2024;107;Adventure;Simon Cellan Jones;7.0;36378
Dragon Ball Z: Battle of Gods;movie;2013;85;Action;Masahiro Hosoda;7.1;31362
National Theatre Live: Prima Facie;movie;2022;120;Drama;Justin Martin;9.1;3222
All Dogs Go to Heaven;movie;1989;84;Adventure;Don Bluth;6.8;49506
Sid and Nancy;movie;1986;112;Biography;Alex Cox;7.0;36348
The Men Who Stare at Goats;movie;2009;94;Comedy;Grant Heslov;6.2;140658
Shark Tale;movie;2004;90;Adventure;Bibo Bergeron;6.0;208757
Moby Dick;movie;1956;116;Adventure;John Huston;7.3;23536
9 to 5;movie;1980;109;Comedy;Colin Higgins;6.9;42184
King of Devil's Island;movie;2010;116;Drama;Marius Holst;7.4;20540
The Gunfighter;movie;1950;85;Western;Henry King;7.7;13945
Guzaarish;movie;2010;126;Drama;Sanjay Leela Bhansali;7.4;20532
Pillow Talk;movie;1959;102;Comedy;Michael Gordon;7.4;20514
Madaari;movie;2016;133;Drama;Nishikant Kamat;7.6;15788
Irma la Douce;movie;1963;147;Comedy;Billy Wilder;7.3;23473
Goodbye Christopher Robin;movie;2017;107;Biography;Simon Curtis;7.1;31141
September 5;movie;2024;95;Drama;Tim Fehlbaum;7.1;31138
Maanagaram;movie;2017;137;Action;Lokesh Kanagaraj;8.1;8677
The Amateur;movie;2025;122;Action;James Hawes;6.5;80875
The Swimmer;movie;1968;95;Drama;Frank Perry;7.6;15753
But I'm a Cheerleader;movie;1999;85;Comedy;Jamie Babbit;6.8;49104
Padosan;movie;1968;157;Comedy;Jyoti Swaroop;8.1;8672
Caddo Lake;movie;2024;103;Drama;Logan George;6.8;49077
Joji;movie;2021;113;Crime;Dileesh Pothan;7.8;12285
Stand and Deliver;movie;1988;103;Biography;Ramón Menéndez;7.3;23405
The Captain;movie;2017;118;Drama;Robert Schwentke;7.3;23405
Life in a Day;movie;2011;95;Documentary;Tegan Behel;7.6;15731
Iron Monkey;movie;1993;85;Action;Yuen Woo-Ping;7.5;17894
Spencer;movie;2021;117;Biography;Pablo Larraín;6.5;80699
Bad Moms;movie;2016;100;Comedy;Jon Lucas;6.2;139354
A Brilliant Young Mind;movie;2014;111;Drama;Morgan Matthews;7.1;31020
The Girl with All the Gifts;movie;2016;111;Action;Colm McCarthy;6.6;67842
Water;movie;2005;117;Drama;Deepa Mehta;7.6;15680
The Color of Pomegranates;movie;1969;79;Biography;Sergei Parajanov;7.6;15674
Aloko Udapadi;movie;2017;113;Drama;Chathra Weeraman;8.3;6937
Miracles from Heaven;movie;2016;109;Biography;Patricia Riggen;7.1;30929
Be Kind Rewind;movie;2008;102;Comedy;Michel Gondry;6.4;95793
Comrades: Almost a Love Story;movie;1996;118;Drama;Peter Ho-Sun Chan;8.1;8626
The Devil and Daniel Johnston;movie;2005;110;Biography;Jeff Feuerzeig;7.9;10849
The Thing from Another World;movie;1951;87;Horror;Christian Nyby;7.0;35826
Mouchette;movie;1967;81;Drama;Robert Bresson;7.7;13808
Dolls;movie;2002;114;Drama;Takeshi Kitano;7.5;17803
Army of Thieves;movie;2021;127;Action;Matthias Schweighöfer;6.4;95716
The Last Kingdom: Seven Kings Must Die;movie;2023;117;Action;Edward Bazalgette;6.9;41638
Moonraker;movie;1979;126;Action;Lewis Gilbert;6.3;114314
The Biggest Little Farm;movie;2018;91;Documentary;John Chester;8.0;9619
Bob Dylan: Dont Look Back;movie;1967;96;Documentary;D.A. Pennebaker;7.9;10795
A Perfect Getaway;movie;2009;98;Drama;David Twohy;6.5;79741
8 Women;movie;2002;111;Comedy;François Ozon;7.0;35607
Rumble in the Bronx;movie;1995;87;Action;Stanley Tong;6.8;48451
Nr. 24;movie;2024;111;Biography;John Andreas Andersen;7.5;17686
Snitch;movie;2013;112;Action;Ric Roman Waugh;6.4;94992
U Turn;movie;1997;125;Crime;Oliver Stone;6.7;56821
The Green Butchers;movie;2003;100;Comedy;Anders Thomas Jensen;7.2;26559
An Unfinished Life;movie;2005;108;Drama;Lasse Hallström;7.0;35499
Now Is Good;movie;2012;103;Drama;Ol Parker;7.0;35479
Salaam Bombay!;movie;1988;113;Crime;Mira Nair;7.9;10752
Escape from Pretoria;movie;2020;106;Action;Francis Annan;6.8;48250
Arachnophobia;movie;1990;109;Comedy;Frank Marshall;6.5;79276
The Angry Birds Movie;movie;2016;97;Action;Clay Kaytis;6.3;113412
Jung Kook: I Am Still;movie;2024;90;Documentary;Park Jun-soo;8.2;7644
The Fearless Vampire Killers;movie;1967;91;Comedy;Roman Polanski;7.0;35395
Repo Men;movie;2010;111;Action;Miguel Sapochnik;6.3;113317
The Trap;movie;2007;106;Crime;Srdan Golubovic;7.9;10728
The 33;movie;2015;127;Biography;Patricia Riggen;6.9;41154
Walking Tall;movie;2004;86;Action;Kevin Bray;6.3;113205
RBG;movie;2018;98;Biography;Julie Cohen;7.6;15464
Daddy's Home;movie;2015;96;Comedy;Sean Anders;6.2;136401
Petite Maman;movie;2021;73;Drama;Céline Sciamma;7.4;20051
In Order of Disappearance;movie;2014;116;Action;Hans Petter Moland;7.1;30468
Once Upon a Time in Mumbaai;movie;2010;134;Action;Milan Luthria;7.4;20038
The Soloist;movie;2009;117;Biography;Joe Wright;6.7;56371
The World According to Garp;movie;1982;136;Comedy;George Roy Hill;7.1;30432
The Square;movie;2013;95;Documentary;Jehane Noujaim;8.0;9526
Altered States;movie;1980;102;Horror;Ken Russell;6.9;41034
Night of the Living Dead;movie;1990;92;Horror;Tom Savini;6.8;47944
Crank: High Voltage;movie;2009;96;Action;Mark Neveldine;6.1;165137
Things We Lost in the Fire;movie;2007;118;Drama;Susanne Bier;7.1;30375
Landscape in the Mist;movie;1988;127;Drama;Theodoros Angelopoulos;7.9;10680
Rudderless;movie;2014;105;Comedy;William H. Macy;7.4;19968
Lost Horizon;movie;1937;132;Adventure;Frank Capra;7.6;15373
Arif V 216;movie;2018;125;Comedy;Kivanç Baruönü;6.9;40875
The Child;movie;2005;95;Crime;Jean-Pierre Dardenne;7.4;19946
Queen Margot;movie;1994;161;Biography;Patrice Chéreau;7.4;19942
And Then We Danced;movie;2019;113;Drama;Levan Akin;7.6;15367
The Sand Pebbles;movie;1966;182;Adventure;Robert Wise;7.5;17474
Veronica Mars;movie;2014;107;Crime;Rob Thomas;6.7;56040
Good Morning;movie;1959;94;Comedy;Yasujirô Ozu;7.8;11989
Birdy;movie;1984;120;Drama;Alan Parker;7.2;26204
Vettaiyan;movie;2024;163;Action;T.J. Gnanavel;6.9;40749
Breathe;movie;2017;118;Biography;Andy Serkis;7.2;26161
The Stanford Prison Experiment;movie;2015;122;Biography;Kyle Patrick Alvarez;6.8;47590
Titan A.E.;movie;2000;94;Action;Don Bluth;6.6;65897
Manderlay;movie;2005;133;Drama;Lars von Trier;7.2;26124
Sea of Love;movie;1989;113;Crime;Harold Becker;6.8;47517
